date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:33:33	67506/67506	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-nft.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-nft.html	(from )
02:33:34	238/238	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Mar%202024%2021:03:32%20GMT	https://salahtml.uxper.co/robots.txt		(from )
02:33:34	1556/1556	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Dec%202022%2018:30:46%20GMT	https://salahtml.uxper.co/assets/images/favicon.png	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/assets/images/favicon.png	(from https://salahtml.uxper.co/home-nft.html)
02:33:35	89729/89729	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Nov%202019%2018:57:56%20GMT	https://salahtml.uxper.co/assets/libs/line-awesome/css/line-awesome.min.css	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/assets/libs/line-awesome/css/line-awesome.min.css	(from https://salahtml.uxper.co/home-nft.html)
02:33:35	194901/194901	---MCZ	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202022%2023:07:38%20GMT	https://salahtml.uxper.co/assets/libs/bootstrap/css/bootstrap.min.css	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/assets/libs/bootstrap/css/bootstrap.min.css	(from https://salahtml.uxper.co/home-nft.html)
02:33:35	16469/16469	---M-Z	200	added ('OK')	text/css	date:Sat,%2005%20Nov%202022%2006:10:32%20GMT	https://salahtml.uxper.co/assets/libs/swiper/swiper-bundle.min.css	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/assets/libs/swiper/swiper-bundle.min.css	(from https://salahtml.uxper.co/home-nft.html)
02:33:35	287321/287321	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20Feb%202023%2015:18:22%20GMT	https://salahtml.uxper.co/assets/css/style.css	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/assets/css/style.css	(from https://salahtml.uxper.co/home-nft.html)
02:33:37	50343/50343	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:25:46%20GMT	https://salahtml.uxper.co/index.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/index.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:37	106191/106191	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-app-showcase.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-app-showcase.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:38	108655/108655	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-shopify-app.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-shopify-app.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:38	55856/55856	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-design-studio.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-design-studio.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:39	62707/62707	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-music-app.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-music-app.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:40	106009/106009	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-hr-maganement.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-hr-maganement.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:40	70387/70387	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-video.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-video.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:40	99992/99992	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-coworking.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-coworking.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:42	48107/48107	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-design-portfolio.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-design-portfolio.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:43	71418/71418	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-dating.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-dating.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:43	83728/83728	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-crypto.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-crypto.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:44	73767/73767	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-email.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-email.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:44	67771/67771	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-web3.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-web3.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:45	93010/93010	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-fintech.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-fintech.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:45	97605/97605	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-ecommerce-platform.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-ecommerce-platform.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:46	94115/94115	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-seo.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-seo.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:46	60407/60407	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-pet.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-pet.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:47	75899/75899	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/home-startup.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-startup.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:47	59269/59269	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-chat-service.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-chat-service.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:48	99320/99320	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-ico.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-ico.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:49	93901/93901	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-vr.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-vr.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:50	59717/59717	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-ecommerce-agency.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-ecommerce-agency.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:50	74468/74468	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-book.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-book.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:51	63312/63312	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-fitness.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-fitness.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:51	112504/112504	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/home-webinar.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/home-webinar.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:52	54796/54796	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/about-studio.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/about-studio.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:52	55335/55335	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/about-company.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/about-company.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:52	48382/48382	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/about-me.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/about-me.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:53	54858/54858	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/our-team.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/our-team.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:53	75547/75547	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/services-01.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/services-01.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:54	54098/54098	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/services-02.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/services-02.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:54	54240/54240	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/services-03.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/services-03.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:55	83/83	---MC-	409	error ('Conflict')	text/html	date:Tue,%2012%20Mar%202024%2021:03:52%20GMT	https://salahtml.uxper.co/contact-01.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/contact-01.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:55	83/83	---MC-	409	error ('Conflict')	text/html	date:Tue,%2012%20Mar%202024%2021:03:53%20GMT	https://salahtml.uxper.co/contact-02.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/contact-02.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:56	83/83	---MC-	409	error ('Conflict')	text/html	date:Tue,%2012%20Mar%202024%2021:03:53%20GMT	https://salahtml.uxper.co/contact-03.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/contact-03.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:56	76193/76193	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/pricing-01.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/pricing-01.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:57	63751/63751	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/pricing-02.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/pricing-02.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:57	76193/76193	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/pricing-03.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/pricing-03.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:58	53650/53650	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/careers.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/careers.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:58	42815/42815	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/careers-detail.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/careers-detail.html	(from https://salahtml.uxper.co/home-nft.html)
02:33:59	41280/41280	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/sign-in.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/sign-in.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:00	41912/41912	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/sign-up.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/sign-up.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:00	7255/7255	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Jan%202023%2017:57:38%20GMT	https://salahtml.uxper.co/coming-soon.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/coming-soon.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:00	7220/7220	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Jan%202023%2017:57:38%20GMT	https://salahtml.uxper.co/maintainance.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/maintainance.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:01	39927/39927	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/404.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/404.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:01	44546/44546	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/privacy-policy.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/privacy-policy.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:02	59596/59596	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-classic-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-classic-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:02	59603/59603	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-classic-metro.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-classic-metro.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:03	59427/59427	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/portfolio-classic-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-classic-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:03	59425/59425	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/portfolio-classic-mosaic.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-classic-mosaic.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:04	59610/59610	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-minimal-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-minimal-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:04	59617/59617	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-minimal-metro.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-minimal-metro.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:05	59441/59441	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/portfolio-minimal-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-minimal-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:05	59439/59439	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/portfolio-minimal-mosaic.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-minimal-mosaic.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:06	59608/59608	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-morden-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-morden-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:06	59615/59615	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/portfolio-morden-metro.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-morden-metro.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:07	59439/59439	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-morden-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-morden-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:07	59437/59437	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-morden-mosaic.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-morden-mosaic.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:08	53909/53909	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-detail-01.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-detail-01.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:08	53822/53822	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/portfolio-detail-02.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-detail-02.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:09	50425/50425	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/portfolio-detail-03.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/portfolio-detail-03.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:09	62657/62657	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-simple-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-simple-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:10	64503/64503	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-simple-sidebar.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-simple-sidebar.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:10	61823/61823	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-simple-list.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-simple-list.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:11	64653/64653	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-simple-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-simple-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:11	55986/55986	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-card-standard.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-card-standard.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:12	60840/60840	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-card-sidebar.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-card-sidebar.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:12	58467/58467	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-card-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-card-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:13	58470/58470	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-card-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-card-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:13	61836/61836	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-boxed-standard.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-boxed-standard.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:14	61922/61922	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-boxed-list.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-boxed-list.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:14	64749/64749	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-boxed-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-boxed-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:15	64752/64752	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-boxed-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-boxed-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:15	61809/61809	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-bg-standard.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-bg-standard.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:16	61895/61895	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-bg-list.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-bg-list.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:16	65496/65496	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-bg-grid.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-bg-grid.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:17	64725/64725	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-bg-masonry.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-bg-masonry.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:17	61053/61053	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-detail-01.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-detail-01.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:18	61112/61112	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-detail-02.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-detail-02.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:18	61112/61112	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:23:00%20GMT	https://salahtml.uxper.co/blog-detail-03.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/blog-detail-03.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:19	65531/65531	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/shop-fullwidth.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/shop-fullwidth.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:19	62058/62058	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/shop-sidebar.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/shop-sidebar.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:20	73369/73369	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/shop-detail.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/shop-detail.html	(from https://salahtml.uxper.co/home-nft.html)
02:34:20	48275/48275	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202023%2015:22:58%20GMT	https://salahtml.uxper.co/shop-cart.html	C:/Users/Naman%20Srivastava/Documents/shit2/salahtml.uxper.co/shop-cart.html	(from https://salahtml.uxper.co/home-nft.html)
